
Graph 1, order 15000.
14182 : 8727 990 9469 5052;
14183 : 9690 10825 7613 13930;
14184 : 12866 7375 4202 12382;
14185 : 10020 10537 1858 8558;
14186 : 7744 5386 8946 2847;
14187 : 10391 11961 367 13627;
14188 : 4355 612 7747 12791;
14189 : 10835 14264 12150 3212;
14190 : 13576 14788 10730 8008;
14191 : 13658 11004 4973 9032;
14192 : 14266 13915 5999 10495;
14193 : 458 10275 6371 7799;
14194 : 13044 4605 14371 3077;
14195 : 9353 8323 8098 2270;
14196 : 9668 7638 2205 5455;
14197 : 6060 8122 4759 14448;
14198 : 7763 606 3562 5269;
14199 : 647 5686 4339 8590;
14200 : 91 271 10109 4819;
14201 : 9240 2864 135 1011;
14202 : 10301 13779 13376 2852;
14203 : 4956 9726 13482 14408;
14204 : 14236 9706 8892 3539;
14205 : 10933 4746 9055 9188;
14206 : 1963 8703 13026 2003;
14207 : 8804 12066 7575 968;
14208 : 10304 4255 6883 13485;
14209 : 9779 13117 409 6467;
14210 : 9381 12726 12397 14164;
14211 : 699 10424 2150 9060;
14212 : 9590 8178 14815 12922;
14213 : 9783 8046 9137 9532;
14214 : 4854 3462 7941 6021;
14215 : 9657 10369 14277 6269;
14216 : 8842 326 3631 2611;
14217 : 8467 8213 12549 3744;
14218 : 5911 14715 2840 12393;
14219 : 563 11627 9032 11548;
14220 : 5977 11494 9993 6627;
14221 : 8329 4311 1153 13133;
14222 : 13443 8352 11774 9702;
14223 : 8708 1973 2132 12020;
14224 : 3306 13808 10742 14946;
14225 : 705 13329 13368 5785;
14226 : 8069 10212 3151 14977;
14227 : 11180 5132 1374 117;
14228 : 3116 9172 5628 436;
14229 : 4320 9797 1678 3146;
14230 : 333 3604 10141 1597;
14231 : 7610 8913 2355 7578;
14232 : 4331 14779 380 1782;
14233 : 13169 4435 3064 854;
14234 : 13581 14542 821 162;
14235 : 9742 9759 5654 9140;
14236 : 14204 11235 9987 9699;
14237 : 11060 11839 2972 12779;
14238 : 3792 9948 6396 11750;
14239 : 13602 14456 9833 5826;
14240 : 9908 580 10848 5929;
14241 : 9542 14845 14992 14922;
14242 : 6884 1872 12183 4053;
14243 : 11939 6186 3867 8250;
14244 : 1578 12742 4315 2955;
14245 : 9894 2424 13701 8257;
14246 : 1463 2812 12962 12011;
14247 : 2467 5757 12543 11762;
14248 : 9023 14120 1229 376;
14249 : 9646 6127 8652 12746;
14250 : 7195 14869 14699 10169;
14251 : 1155 5426 12054 8129;
14252 : 1870 2347 11134 3495;
14253 : 11179 5659 2871 10122;
14254 : 10285 9513 14336 12098;
14255 : 1048 2391 12948 5034;
14256 : 10115 2079 914 11073;
14257 : 10250 4120 6462 8355;
14258 : 10075 4045 12577 9800;
14259 : 4602 10670 4981 5314;
14260 : 13785 7498 3044 1889;
14261 : 14388 11434 2259 915;
14262 : 12972 5585 4634 4243;
14263 : 8275 12259 4370 4467;
14264 : 6535 14085 13814 14189;
14265 : 12412 13280 6001 7429;
14266 : 14192 11504 747 5995;
14267 : 664 7469 9578 2710;
14268 : 2548 12189 11754 2170;
14269 : 5954 7535 9186 3074;
14270 : 220 14391 10399 11366;
14271 : 9977 12058 1651 3103;
14272 : 8121 4533 8632 13695;
14273 : 10493 11639 7335 804;
14274 : 6936 20 10454 13187;
14275 : 11011 13694 11788 12919;
14276 : 11082 4310 5153 14925;
14277 : 14967 10724 6817 14215;
14278 : 658 8291 487 4804;
14279 : 214 9230 7282 10416;
14280 : 3508 11490 1196 2551;
14281 : 7267 2912 3291 1179;
14282 : 1090 9422 13190 5902;
14283 : 11526 5891 10234 123;
14284 : 14743 6652 2530 10869;
14285 : 13269 4639 6959 2827;
14286 : 265 593 2739 7723;
14287 : 11153 7737 11757 10702;
14288 : 3062 7934 14406 6530;
14289 : 8548 3677 6353 10872;
14290 : 12681 12149 8575 3311;
14291 : 5266 11757 9838 6247;
14292 : 3438 13476 13906 9333;
14293 : 7671 704 11002 9764;
14294 : 12383 9679 14517 10987;
14295 : 9308 2032 1927 6473;
14296 : 5026 3838 2482 5943;
14297 : 5500 2649 6009 11024;
14298 : 8836 11137 12460 11101;
14299 : 2460 11475 10085 8022;
14300 : 11977 11394 4090 10794;
14301 : 5157 13433 9339 13768;
14302 : 9202 8426 384 64;
14303 : 6222 9392 9516 4985;
14304 : 2247 11078 11236 10017;
14305 : 2869 10681 11112 13392;
14306 : 7871 10598 3501 4912;
14307 : 14632 12663 4744 3346;
14308 : 5033 743 10800 1203;
14309 : 1477 7187 4874 11686;
14310 : 13926 7579 11938 12052;
14311 : 946 5577 1804 483;
14312 : 13215 14472 11274 7502;
14313 : 12174 8114 12374 766;
14314 : 12026 8399 179 7964;
14315 : 9331 7246 943 10736;
14316 : 3638 9316 6304 4718;
14317 : 1138 11634 11457 5550;
14318 : 8400 14427 11234 12190;
14319 : 6714 8756 4785 12462;
14320 : 14443 12301 147 13576;
14321 : 9993 8950 382 2792;
14322 : 7515 13689 1430 5908;
14323 : 6148 14627 3486 10665;
14324 : 11660 8962 6261 7680;
14325 : 1007 1035 3064 6904;
14326 : 12751 7858 4834 6678;
14327 : 6783 695 3106 4664;
14328 : 6738 8074 13962 13708;
14329 : 10669 12068 9514 7553;
14330 : 9456 11363 11519 4520;
14331 : 8313 2295 3924 6055;
14332 : 1707 3004 2637 9290;
14333 : 13388 13876 8106 1515;
14334 : 989 2218 8101 7720;
14335 : 10737 8873 2451 10593;
14336 : 3775 5673 8439 14254;
14337 : 12471 9867 7344 3456;
14338 : 2219 13827 6534 3602;
14339 : 8803 13066 838 10926;
14340 : 11730 2007 14029 10436;
14341 : 1568 8253 11794 3965;
14342 : 11340 4867 14457 9677;
14343 : 4149 13015 66 9663;
14344 : 13885 14462 3389 7763;
14345 : 10926 199 9068 3648;
14346 : 12024 2069 5788 3637;
14347 : 4521 10012 8810 11651;
14348 : 9837 14596 8119 14040;
14349 : 2677 2797 4766 2851;
14350 : 14863 13262 5523 6363;
14351 : 8049 2032 783 2386;
14352 : 2957 11113 11874 1576;
14353 : 12826 9890 10332 12754;
14354 : 11195 12948 9174 8417;
14355 : 13484 10126 3498 11554;
14356 : 10750 4857 84 9739;
14357 : 2189 5040 1635 4515;
14358 : 6404 9159 3768 7933;
14359 : 10459 2942 4140 7923;
14360 : 8448 8885 14089 2007;
14361 : 8010 2486 3786 8108;
14362 : 14911 1865 5390 464;
14363 : 11461 8452 2771 12284;
14364 : 7491 14158 1674 10782;
14365 : 977 14145 6752 9854;
14366 : 6812 10116 5196 14939;
14367 : 10419 3181 7871 11695;
14368 : 13339 7548 7820 4366;
14369 : 14857 8031 940 13272;
14370 : 1868 13689 1941 6264;
14371 : 10686 14194 4478 6031;
14372 : 14599 7890 10260 1887;
14373 : 6644 14593 4324 11832;
14374 : 10561 5571 8752 5293;
14375 : 1315 4230 9324 8179;
14376 : 13521 10303 12340 5028;
14377 : 14625 8622 14589 14482;
14378 : 13105 4905 12836 6648;
14379 : 3071 5030 8670 12377;
14380 : 9235 2785 13709 12428;
14381 : 14734 6690 978 3485;
14382 : 14790 10690 13269 725;
14383 : 12440 11528 3430 12847;
14384 : 4294 5437 3476 10751;
14385 : 9196 12803 4337 2952;
14386 : 4157 1482 13794 12350;
14387 : 10138 2619 2488 4735;
14388 : 14261 1852 1964 9317;
14389 : 12601 12037 6043 4764;
14390 : 12194 3387 14508 13967;
14391 : 14270 8422 7060 3083;
14392 : 3819 14936 3839 1895;
14393 : 4194 8282 9142 8456;
14394 : 13748 9633 12772 735;
14395 : 9789 2182 10897 13985;
14396 : 12495 9099 7865 9144;
14397 : 4006 12807 1416 5222;
14398 : 6057 4985 122 2076;
14399 : 8317 8692 1208 1165;
14400 : 10009 3727 7505 12204;
14401 : 14755 13225 8853 12658;
14402 : 13734 6970 14857 13354;
14403 : 6519 9385 520 6331;
14404 : 6896 13964 12038 5315;
14405 : 13716 4982 2360 2073;
14406 : 14288 10945 13338 8341;
14407 : 10147 8166 9450 14710;
14408 : 1950 14203 11081 13647;
14409 : 6064 8330 10273 8140;
14410 : 3944 2973 10166 11063;
14411 : 2434 1528 5008 14639;
14412 : 7025 11004 11599 1728;
14413 : 9209 8540 12776 809;
14414 : 6928 9680 137 14086;
14415 : 4597 14096 2309 14653;
14416 : 6205 1799 1747 10817;
14417 : 10196 3594 11964 13512;
14418 : 12869 2273 14713 12884;
14419 : 11358 3096 7787 6964;
14420 : 14178 7597 1496 6495;
14421 : 10857 10634 14174 1250;
14422 : 708 5289 11027 12976;
14423 : 6431 12480 4759 2486;
14424 : 13077 3897 5005 3080;
14425 : 12377 11529 6657 6516;
14426 : 9058 9870 4075 12351;
14427 : 13033 14318 611 1060;
14428 : 900 5865 12150 13017;
14429 : 9078 6206 12858 7680;
14430 : 5257 7542 7706 11305;
14431 : 394 5041 1043 11896;
14432 : 7002 5454 9742 12869;
14433 : 10805 12969 201 10007;
14434 : 3757 7142 9964 7992;
14435 : 4732 11039 5709 8582;
14436 : 8679 284 7114 2416;
14437 : 2047 14718 14045 2216;
14438 : 10236 12164 11205 12429;
14439 : 11732 9991 7339 4359;
14440 : 10636 6588 14722 9129;
14441 : 11980 4680 2044 10472;
14442 : 11791 14794 9910 12277;
14443 : 9353 14320 3893 8436;
14444 : 2287 7475 10120 14910;
14445 : 13715 6373 5047 2688;
14446 : 257 8534 7891 6127;
14447 : 6231 10352 2049 5042;
14448 : 11141 13952 14197 12574;
14449 : 6175 2890 14889 4038;
14450 : 3979 10030 2594 10670;
14451 : 3073 8959 11615 7853;
14452 : 8219 12356 6566 2454;
14453 : 1999 8083 4198 14756;
14454 : 7697 8402 6201 3065;
14455 : 12597 6986 2503 13098;
14456 : 14239 2852 6283 8006;
14457 : 14342 10660 12732 1513;
14458 : 13441 9692 8646 3884;
14459 : 13825 598 5961 12275;
14460 : 5920 5835 5245 10645;
14461 : 3035 7443 7183 6687;
14462 : 6725 13826 14344 2275;
14463 : 13835 13904 10245 366;
14464 : 9271 9065 547 14934;
14465 : 1311 4618 11623 13290;
14466 : 12001 1923 13649 2999;
14467 : 2391 10149 11776 6047;
14468 : 12759 3282 3886 5647;
14469 : 8566 9747 4598 7;
14470 : 8953 10116 10446 4827;
14471 : 7955 12749 507 7265;
14472 : 7469 14312 13655 93;
14473 : 8544 9007 4681 6158;
14474 : 5343 8961 13370 4515;
14475 : 915 1217 14778 7428;
14476 : 7206 1101 8063 14505;
14477 : 3647 6035 9720 7838;
14478 : 4517 8658 10255 644;
14479 : 3799 1866 3068 11770;
14480 : 7064 2259 10619 12442;
14481 : 11761 1865 10467 10730;
14482 : 13111 3904 14377 9669;
14483 : 11924 4268 7572 6213;
14484 : 12315 9855 10305 14557;
14485 : 8289 13656 7863 6272;
14486 : 4074 2436 7630 11539;
14487 : 4177 5745 10579 6999;
14488 : 13173 13937 2647 9819;
14489 : 11031 5586 6088 3783;
14490 : 7706 2454 14912 10536;
14491 : 8554 1169 4623 6996;
14492 : 7117 5298 14169 87;
14493 : 637 3066 3602 10221;
14494 : 6709 7115 7467 13621;
14495 : 12405 5182 2590 5312;
14496 : 1178 4855 2249 13503;
14497 : 11919 714 8973 2026;
14498 : 13537 2058 13941 8466;
14499 : 2940 1681 9379 1918;
14500 : 1617 6 3249 12653;
14501 : 885 12290 10231 6300;
14502 : 8027 7884 1381 12612;
14503 : 9716 1305 13980 12640;
14504 : 3836 12958 3939 7021;
14505 : 14476 11411 14181 9960;
14506 : 13032 9665 13717 1996;
14507 : 13688 2822 9840 7736;
14508 : 2701 13030 14390 7328;
14509 : 1421 9802 10826 14924;
14510 : 848 9396 9377 3872;
14511 : 8600 14140 13214 11680;
14512 : 4243 4848 8025 12828;
14513 : 525 11119 7222 158;
14514 : 1399 5701 13503 9510;
14515 : 14934 2782 2646 8919;
14516 : 9588 7964 13145 14635;
14517 : 3920 2666 14294 13320;
14518 : 11334 8281 7316 2288;
14519 : 7547 1383 7519 7564;
14520 : 3528 13925 13518 7967;
14521 : 14077 12572 5050 4339;
14522 : 6577 10218 1480 8989;
14523 : 12144 4608 4244 1817;
14524 : 12739 6297 7848 13034;
14525 : 10794 6294 10861 12245;
14526 : 6209 5238 564 12570;
14527 : 13054 10638 11128 12931;
14528 : 4280 3706 10928 10910;
14529 : 3028 12945 6512 6440;
14530 : 10159 4340 10948 3663;
14531 : 4590 47 13066 5656;
14532 : 7855 7343 5178 6212;
14533 : 8882 14983 12228 7234;
14534 : 4918 11516 5290 7402;
14535 : 2920 3432 1903 4159;
14536 : 55 5452 12142 3373;
14537 : 3360 2713 6282 13705;
14538 : 1441 12349 11409 7446;
14539 : 4869 1864 1044 13180;
14540 : 5504 9065 4531 13105;
14541 : 13965 3545 3959 10336;
14542 : 13740 1244 14234 6276;
14543 : 1643 8868 11998 9152;
14544 : 12154 6315 8518 12291;
14545 : 10296 12376 68 2683;
14546 : 12139 2896 410 1269;
14547 : 4550 12015 7034 5917;
14548 : 2026 2132 6833 1358;
14549 : 9347 9438 8424 11127;
14550 : 12498 14054 7574 4364;
14551 : 4646 5080 6450 6483;
14552 : 9126 14868 8831 11813;
14553 : 9172 7040 13772 3257;
14554 : 4341 13186 6104 3295;
14555 : 4491 13522 4891 1516;
14556 : 1807 5279 2499 10477;
14557 : 7722 4754 14484 2997;
14558 : 703 14639 490 9290;
14559 : 11833 211 9531 10235;
14560 : 10367 10094 10300 1572;
14561 : 660 14917 1504 446;
14562 : 4551 9883 7715 10955;
14563 : 2175 4416 5561 2700;
14564 : 1879 3571 10894 3090;
14565 : 8977 9144 9547 4968;
14566 : 10535 7738 10617 3829;
14567 : 2152 7024 5341 1226;
14568 : 2222 11834 9763 11786;
14569 : 2322 1701 10870 13366;
14570 : 7528 3540 1600 11352;
14571 : 12581 11853 6631 14696;
14572 : 690 10081 10243 11877;
14573 : 14108 13066 14626 4067;
14574 : 182 2213 12363 5708;
14575 : 10154 2588 13645 6617;
14576 : 12749 12833 13382 14021;
14577 : 3352 6188 14977 10271;
14578 : 6469 11313 4657 8732;
14579 : 11058 12068 9674 5305;
14580 : 14159 11081 12786 714;
14581 : 9928 6851 12097 6558;
14582 : 5908 13786 10597 5940;
14583 : 8424 11872 13095 6547;
14584 : 8198 10000 4339 12756;
14585 : 12377 11169 8034 7869;
14586 : 14813 11 3430 12939;
14587 : 13385 5356 7764 10907;
14588 : 3667 10992 6415 8879;
14589 : 6562 12798 1406 14377;
14590 : 10874 2599 3285 14978;
14591 : 5875 2640 3914 826;
14592 : 10431 9577 1711 7026;
14593 : 1998 10839 14373 2211;
14594 : 10057 3993 2772 9703;
14595 : 7873 11809 10026 11932;
14596 : 232 14348 12245 9721;
14597 : 6455 8514 4589 10734;
14598 : 12567 2924 2497 4413;
14599 : 4969 14372 14081 13885;
14600 : 9981 1223 10147 6207;
14601 : 5341 6539 4040 10445;
14602 : 10233 5499 2739 10690;
14603 : 14131 6777 13934 8127;
14604 : 9749 10358 1659 2531;
14605 : 9883 11361 2254 2876;
14606 : 9157 2653 5701 7515;
14607 : 8240 9715 6634 11220;
14608 : 9767 2437 3089 969;
14609 : 4537 4946 11159 9360;
14610 : 9089 7634 8941 9814;
14611 : 1445 3916 14639 273;
14612 : 12697 8495 3771 14863;
14613 : 8991 8512 1659 8546;
14614 : 9363 655 13407 802;
14615 : 11998 14644 9824 1597;
14616 : 11900 835 8680 11221;
14617 : 5459 152 8158 1806;
14618 : 2135 9055 6427 13442;
14619 : 13752 14086 3640 6372;
14620 : 14077 9856 11010 8591;
14621 : 6429 3511 7123 13130;
14622 : 1291 9917 6960 14078;
14623 : 9155 13723 10188 3731;
14624 : 4114 14828 6893 13973;
14625 : 10690 14377 13923 2517;
14626 : 3512 14573 1449 10213;
14627 : 11443 2119 2393 14323;
14628 : 8159 7483 10535 1757;
14629 : 12801 7202 8433 9488;
14630 : 106 12055 9542 11934;
14631 : 7590 10585 4360 7838;
14632 : 6960 13897 8688 14307;
14633 : 10875 449 10581 11622;
14634 : 10580 12167 6503 13805;
14635 : 8129 1259 3473 14516;
14636 : 7178 3348 9369 10376;
14637 : 10423 8869 9895 5885;
14638 : 11565 11733 10939 6462;
14639 : 10163 14558 14411 14611;
14640 : 3874 14008 11325 13521;
14641 : 12891 4036 2394 930;
14642 : 13455 11275 13581 10163;
14643 : 3445 9472 8045 12331;
14644 : 11263 2607 1199 14615;
14645 : 9611 1841 7156 234;
14646 : 2907 12322 11948 13931;
14647 : 10713 5152 10297 8291;
14648 : 1460 2626 1959 14706;
14649 : 2945 3549 3499 11756;
14650 : 2333 3059 9627 1016;
14651 : 2544 11809 10918 12343;
14652 : 7397 8235 4606 10679;
14653 : 13802 14415 1859 7962;
14654 : 3748 14687 1757 12060;
14655 : 7812 13820 7535 8534;
14656 : 1649 10242 10084 10468;
14657 : 9156 8994 9472 11538;
14658 : 5632 9809 5423 9287;
14659 : 8064 982 2923 7349;
14660 : 11331 6419 5695 2038;
14661 : 4112 8789 12398 5795;
14662 : 4191 11120 12266 11574;
14663 : 5558 10087 9280 240;
14664 : 2743 4311 8328 542;
14665 : 9505 5496 2964 8321;
14666 : 11377 14764 2728 10804;
14667 : 10402 4898 9258 13476;
14668 : 12200 8112 2967 8713;
14669 : 4546 9801 3764 11032;
14670 : 13674 6372 11579 5224;
14671 : 14878 14791 116 11153;
14672 : 12585 9767 8022 5323;
14673 : 12484 8471 6956 4485;
14674 : 793 2215 12170 2106;
14675 : 10979 3148 11573 3479;
14676 : 11337 2573 11096 8918;
14677 : 11036 5652 12354 13403;
14678 : 582 7728 9768 12850;
14679 : 11518 9369 6673 11825;
14680 : 8812 12240 2433 11339;
14681 : 10954 13331 8665 10887;
14682 : 2863 11237 11000 823;
14683 : 1858 2650 8687 8497;
14684 : 4202 13867 3494 8058;
14685 : 12910 6145 5928 7900;
14686 : 13325 3327 7479 579;
14687 : 370 14654 5362 11412;
14688 : 10531 7828 8549 6824;
14689 : 7314 7137 2081 8980;
14690 : 6267 11350 12996 8164;
14691 : 1111 8387 3143 13414;
14692 : 10894 3541 10431 10216;
14693 : 11219 4201 3313 1619;
14694 : 3300 2932 2931 4483;
14695 : 7870 10672 2171 12777;
14696 : 2420 14571 13783 1524;
14697 : 3035 6855 10459 13535;
14698 : 5518 1547 10642 2648;
14699 : 6380 14250 11626 4102;
14700 : 12454 11538 6233 8663;
14701 : 12894 588 9568 2363;
14702 : 5572 5704 8298 2472;
14703 : 9659 5250 4418 1314;
14704 : 1391 14022 10108 6759;
14705 : 14123 12283 8197 4386;
14706 : 10640 1583 2339 14648;
14707 : 9884 11633 14843 9796;
14708 : 6044 6696 3733 804;
14709 : 8759 829 1129 3951;
14710 : 10090 14407 136 11646;
14711 : 4105 8157 5599 9098;
14712 : 13159 2548 13751 9427;
14713 : 2852 6853 14418 8243;
14714 : 187 3866 9662 13070;
14715 : 14218 6372 5700 12639;
14716 : 1952 1613 11775 7448;
14717 : 8005 3334 8783 110;
14718 : 6488 876 3331 14437;
14719 : 12062 7908 5665 12468;
14720 : 13626 1216 2736 4576;
14721 : 11437 11499 681 12134;
14722 : 4519 6013 3247 14440;
14723 : 10319 14095 325 10509;
14724 : 9931 893 4555 7397;
14725 : 9017 3364 9467 8694;
14726 : 7931 1368 8790 31;
14727 : 7001 8149 12907 8396;
14728 : 12954 13047 11410 13864;
14729 : 13663 13552 1682 1324;
14730 : 10839 8278 7722 13557;
14731 : 8626 11083 11128 1991;
14732 : 267 4992 8427 10987;
14733 : 9731 9054 9987 11346;
14734 : 14965 14381 10580 5281;
14735 : 1121 12792 5749 10863;
14736 : 8235 1948 1115 1093;
14737 : 1107 6285 3996 1134;
14738 : 10348 9692 6418 10283;
14739 : 12282 7266 12648 13085;
14740 : 5478 12798 8428 869;
14741 : 3853 5250 5010 14884;
14742 : 6294 1689 11466 936;
14743 : 14284 3435 12433 10665;
14744 : 9537 14036 9029 13908;
14745 : 8433 14088 13330 7529;
14746 : 13208 7613 1727 8540;
14747 : 3687 9953 11124 8741;
14748 : 2827 10344 8214 3880;
14749 : 7336 14886 828 13692;
14750 : 12327 12668 3493 12543;
14751 : 5231 1853 5270 2540;
14752 : 6341 11819 11455 3518;
14753 : 14114 6868 13194 11427;
14754 : 9214 11225 567 2286;
14755 : 12911 5019 14401 4456;
14756 : 14453 13469 7580 2208;
14757 : 4225 8921 4135 6414;
14758 : 10754 6878 316 9257;
14759 : 10814 8830 13060 181;
14760 : 3819 4148 12491 11517;
14761 : 6315 6115 12022 7517;
14762 : 6776 1310 1113 3788;
14763 : 11875 12171 6253 9376;
14764 : 14666 7731 3681 8380;
14765 : 9128 6485 9612 11726;
14766 : 7618 588 3726 6535;
14767 : 1614 13724 5940 9919;
14768 : 8341 3285 400 215;
14769 : 7380 1069 14048 755;
14770 : 3824 2609 9712 14834;
14771 : 4129 3592 11917 12530;
14772 : 11898 1408 11084 13791;
14773 : 5937 107 12281 13193;
14774 : 6931 5781 5323 13423;
14775 : 14780 11566 13691 12707;
14776 : 3514 10206 9983 7614;
14777 : 13673 13425 709 12533;
14778 : 14475 8883 6999 109;
14779 : 2031 8877 14232 11243;
14780 : 1379 14793 8165 14775;
14781 : 11438 2266 3975 7683;
14782 : 2676 13910 11802 2395;
14783 : 7793 13650 1832 1952;
14784 : 12067 12673 10515 10064;
14785 : 13311 6151 13677 7834;
14786 : 8033 13479 9291 3731;
14787 : 6480 13737 2098 12072;
14788 : 11138 14190 8974 1944;
14789 : 10354 11283 689 7384;
14790 : 1552 8278 7759 14382;
14791 : 8651 2640 14671 11683;
14792 : 2838 11112 10297 41;
14793 : 4050 5 14780 4034;
14794 : 14442 12614 278 11872;
14795 : 7796 3726 1025 9404;
14796 : 10450 9855 5704 9811;
14797 : 13120 4915 9859 2561;
14798 : 13781 6866 8709 3678;
14799 : 1032 4150 12369 1051;
14800 : 11616 7148 8404 8152;
14801 : 13914 5594 11777 11187;
14802 : 14963 1937 5430 9337;
14803 : 3400 13386 4690 7858;
14804 : 4959 7960 1961 6760;
14805 : 8009 12744 9239 10720;
14806 : 9506 5998 7355 9059;
14807 : 8541 10315 9002 13;
14808 : 13756 5668 11691 13046;
14809 : 10931 9908 676 9677;
14810 : 9829 9349 2072 5070;
14811 : 8021 13594 8953 12893;
14812 : 7684 13167 8124 3636;
14813 : 14586 11944 11727 12526;
14814 : 1254 13555 5928 1594;
14815 : 14212 3921 9730 12593;
14816 : 4697 4830 4908 1672;
14817 : 11605 13572 8802 7852;
14818 : 7856 12553 13924 13027;
14819 : 5726 6577 14093 532;
14820 : 14011 12890 12925 8232;
14821 : 11829 10299 6778 1422;
14822 : 10626 9399 1867 4429;
14823 : 4725 11993 10198 10964;
14824 : 9618 3584 4189 7788;
14825 : 9434 12785 493 13340;
14826 : 7683 10424 8578 12311;
14827 : 7648 12132 4398 8906;
14828 : 14624 9459 1949 11084;
14829 : 7549 13376 3526 9191;
14830 : 2114 7724 10269 981;
14831 : 13385 10582 11130 2335;
14832 : 3268 2615 11387 4737;
14833 : 11935 5797 11398 9603;
14834 : 13305 12897 11907 14770;
14835 : 5032 11637 5046 10675;
14836 : 12942 3890 13299 11351;
14837 : 14928 11823 483 2175;
14838 : 11978 9330 650 10976;
14839 : 3697 3917 11759 14878;
14840 : 7946 9954 9877 11699;
14841 : 1471 8006 13076 12186;
14842 : 8268 7965 11290 9417;
14843 : 2744 11302 14707 5339;
14844 : 12297 6894 6492 12255;
14845 : 14241 13463 9389 10302;
14846 : 4400 3242 275 3246;
14847 : 10360 12273 7840 8020;
14848 : 3452 3537 7031 12734;
14849 : 13982 3828 9529 8608;
14850 : 13506 13921 11167 8354;
14851 : 1566 10134 3119 2498;
14852 : 13366 4476 8574 3946;
14853 : 13009 7801 6586 9574;
14854 : 3003 10411 13261 12060;
14855 : 7882 10306 12000 2039;
14856 : 8691 3991 11233 9948;
14857 : 8639 9218 14369 14402;
14858 : 4723 4216 13395 5061;
14859 : 2681 1900 3898 13553;
14860 : 10560 12039 13479 9158;
14861 : 4698 13158 8282 1229;
14862 : 8320 7152 7816 10759;
14863 : 14350 8226 14612 2996;
14864 : 12420 4405 11452 9482;
14865 : 2472 8570 11160 10019;
14866 : 12877 10687 13988 3019;
14867 : 12901 13758 2088 2853;
14868 : 5505 3474 11093 14552;
14869 : 10275 3430 14250 3464;
14870 : 4007 3995 10896 5810;
14871 : 3997 10022 2630 5434;
14872 : 14002 13595 9083 5392;
14873 : 7963 3341 8328 1735;
14874 : 419 3850 4369 11736;
14875 : 10798 12402 9344 1489;
14876 : 13642 8430 261 11273;
14877 : 8998 10489 2831 4606;
14878 : 11669 4440 14671 14839;
14879 : 2323 10506 12002 3152;
14880 : 9361 7341 7300 4956;
14881 : 11580 218 3421 3628;
14882 : 12466 428 9284 9857;
14883 : 9362 4783 9316 9660;
